%  UTC                 , latitude(deg),longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m), sdun(m),age(s), ratio
2024-03-31 12:25:09.270,36.2374482,128.5598094,113.0526,2,8,0.0244,0.0247,0.0827,-0.0128,-0.0382,-0.0096,22.58,1
2024-03-31 12:25:09.310,36.23744824,128.5598093,113.0659,2,9,0.0206,0.0209,0.0713,-0.0008,-0.0303,-0.0245,22.78,1
2024-03-31 12:25:09.351,36.23744825,128.5598092,113.0749,2,9,0.0205,0.0207,0.0706,-0.0011,-0.03,-0.0242,22.99,1.1
2024-03-31 12:25:09.412,36.23744824,128.5598092,113.0722,2,8,0.0238,0.0238,0.0798,-0.0122,-0.0366,-0.0101,23.18,1
2024-03-31 12:25:09.452,36.23744826,128.5598091,113.0662,2,8,0.0236,0.0235,0.0788,-0.012,-0.0361,-0.0103,23.39,1
2024-03-31 12:25:09.512,36.23744828,128.5598092,113.0451,2,9,0.0201,0.0202,0.0687,-0.0016,-0.029,-0.0234,23.58,1
2024-03-31 12:25:09.552,36.2374483,128.559809,113.0837,2,8,0.0232,0.0229,0.0769,-0.0115,-0.035,-0.0106,23.78,1
2024-03-31 12:25:09.590,36.23744828,128.559809,113.083,2,9,0.0199,0.0199,0.0675,-0.0023,-0.0285,-0.0227,23.99,1
2024-03-31 12:25:09.652,36.23744826,128.559809,113.0725,2,9,0.0199,0.0198,0.0672,-0.0031,-0.0284,-0.0221,24.18,1
2024-03-31 12:25:09.692,36.23744831,128.559809,113.0593,2,9,0.0199,0.0198,0.067,-0.0041,-0.0285,-0.0214,24.39,1
2024-03-31 12:25:09.750,36.23744833,128.559809,113.0585,2,9,0.0201,0.02,0.0673,-0.0056,-0.029,-0.0201,24.58,1.1
2024-03-31 12:25:09.791,36.23744821,128.5598091,113.0214,2,8,0.0223,0.0215,0.0721,-0.0105,-0.0324,-0.0113,24.78,1
2024-03-31 12:25:09.831,36.23744821,128.5598089,113.0539,2,9,0.0221,0.0212,0.0712,-0.0103,-0.0319,-0.0114,24.99,1
2024-03-31 12:25:09.892,36.23744825,128.5598089,113.0264,2,8,0.0219,0.021,0.0703,-0.0101,-0.0314,-0.0115,25.18,1
2024-03-31 12:25:09.951,36.23744818,128.559809,113.0213,2,8,0.0217,0.0207,0.0694,-0.0099,-0.0309,-0.0116,25.39,1
2024-03-31 12:25:09.991,36.2374482,128.5598089,113.0114,2,9,0.0216,0.0204,0.0685,-0.0097,-0.0304,-0.0117,25.58,1
2024-03-31 12:25:10.032,36.23744822,128.5598089,113.0237,2,9,0.0214,0.0202,0.0676,-0.0095,-0.0299,-0.0118,25.78,1
2024-03-31 12:25:10.071,36.23744817,128.5598089,113.0306,2,7,0.0212,0.0199,0.0669,-0.0093,-0.0295,-0.0119,25.99,1
2024-03-31 12:25:10.133,36.23744828,128.5598091,112.952,2,9,0.0187,0.0174,0.0599,-0.0031,-0.0242,-0.0194,26.18,1.1
2024-03-31 12:25:10.173,36.23744769,128.5598204,109.7739,1,5,0.0254,0.4235,1.1056,-0.0906,-0.6841,0.1455,-3.62,3.2
2024-03-31 12:25:10.230,36.23744823,128.5598087,113.0362,2,7,0.0208,0.0192,0.0645,-0.0088,-0.0282,-0.0121,26.58,1
2024-03-31 12:25:10.271,36.23744816,128.5598082,112.6287,1,5,0.025,0.4234,1.1057,-0.0904,-0.6841,0.1453,-3.21,3.2
2024-03-31 12:25:10.311,36.23744817,128.5598088,113.0173,2,7,0.0205,0.0188,0.0631,-0.0085,-0.0274,-0.0123,26.99,1
2024-03-31 12:25:10.371,36.23744782,128.5598144,111.6659,2,8,0.0205,0.041,0.1138,-0.0116,-0.0649,0.0038,27.18,1
2024-03-31 12:25:10.413,36.2374481,128.5598088,113.0194,2,8,0.0203,0.0184,0.0618,-0.0081,-0.0266,-0.0124,27.39,1
2024-03-31 12:25:10.471,36.23744816,128.5598088,113.0072,2,9,0.0181,0.0168,0.057,-0.0013,-0.0231,-0.0188,27.58,1
2024-03-31 12:25:10.512,36.2374482,128.5598086,113.0425,2,8,0.0201,0.0181,0.0607,-0.0079,-0.0259,-0.0125,27.78,1
2024-03-31 12:25:10.551,36.23744816,128.5598087,113.0254,2,9,0.0181,0.0167,0.0565,-0.0026,-0.0229,-0.0182,27.99,1
2024-03-31 12:25:10.611,36.23744815,128.5598087,113.0188,2,9,0.0183,0.0168,0.0567,-0.0037,-0.0232,-0.0175,28.18,1
2024-03-31 12:25:10.653,36.23744809,128.5598087,113.0094,2,8,0.0199,0.0176,0.0593,-0.0075,-0.0251,-0.0126,28.39,1
2024-03-31 12:25:10.694,36.23744814,128.5598087,112.996,2,7,0.0198,0.0175,0.059,-0.0074,-0.025,-0.0127,28.58,1
2024-03-31 12:25:10.751,36.23744799,128.5598083,113.0653,2,4,0.0195,0.0157,0.0538,-0.0045,-0.0208,-0.0159,28.78,2.3
2024-03-31 12:25:10.817,36.23744815,128.5598087,112.9971,2,9,0.0197,0.0174,0.0584,-0.0073,-0.0246,-0.0128,28.99,1
2024-03-31 12:25:10.853,36.23744807,128.5598087,113.0118,2,8,0.0197,0.0173,0.0582,-0.0072,-0.0244,-0.0128,29.18,1
2024-03-31 12:25:10.891,36.2374481,128.5598087,113.0012,2,9,0.0185,0.0165,0.0559,-0.0043,-0.0227,-0.0163,29.39,1
2024-03-31 12:25:10.954,36.23744806,128.5598087,112.9858,2,9,0.0196,0.0172,0.0579,-0.0071,-0.0243,-0.0128,29.58,1
2024-03-31 12:25:10.993,36.23744806,128.5598087,112.9894,2,9,0.0196,0.0172,0.0579,-0.0071,-0.0242,-0.0129,29.78,1
2024-03-31 12:25:11.053,36.23744806,128.5598087,112.9884,2,8,0.0196,0.0172,0.0579,-0.0071,-0.0242,-0.0129,29.99,1
2024-03-31 12:25:11.092,36.23744801,128.5598142,113.2761,2,9,0.0167,0.0142,0.0446,-0.0088,-0.0196,-0.0064,0.19,1
2024-03-31 12:25:11.131,36.23744812,128.5598142,113.2912,2,8,0.0172,0.0144,0.0453,-0.0094,-0.0201,-0.0035,0.38,1.4
2024-03-31 12:25:11.191,36.23744806,128.5598142,113.2967,2,8,0.0172,0.0145,0.0454,-0.0094,-0.0202,-0.0035,0.58,1.2
2024-03-31 12:25:11.251,36.2374481,128.5598141,113.2955,2,8,0.0172,0.0145,0.0457,-0.0094,-0.0203,-0.0034,0.79,1.1
2024-03-31 12:25:11.294,36.23744805,128.5598142,113.2783,2,8,0.0158,0.0136,0.0431,-0.0073,-0.0184,-0.011,0.99,1.1
2024-03-31 12:25:11.331,36.23744807,128.5598142,113.2829,2,9,0.0155,0.0134,0.0426,-0.0067,-0.0179,-0.0122,1.18,1.2
2024-03-31 12:25:11.372,36.23744809,128.5598142,113.2721,2,9,0.0155,0.0134,0.0426,-0.0064,-0.0178,-0.0129,1.38,1
2024-03-31 12:25:11.432,36.23744811,128.5598141,113.2951,2,9,0.0155,0.0134,0.0428,-0.0062,-0.0178,-0.0132,1.59,1.1
2024-03-31 12:25:11.473,36.23744911,128.5597927,116.3298,1,4,0.0699,0.4251,1.1183,-0.085,-0.6858,0.1187,-28.22,3.1
2024-03-31 12:25:11.534,36.23744865,128.5598084,112.6307,1,4,0.0695,0.4251,1.1182,-0.0849,-0.6858,0.1188,-28.01,3.1
2024-03-31 12:25:11.573,36.23744914,128.5597929,116.3026,1,4,0.069,0.425,1.1181,-0.0849,-0.6859,0.119,-27.82,3.1
2024-03-31 12:25:11.614,36.23744911,128.5597927,116.3386,1,4,0.0686,0.425,1.1181,-0.0848,-0.6859,0.1192,-27.61,3.2
2024-03-31 12:25:11.671,36.237448,128.5598205,109.7987,1,4,0.0681,0.425,1.118,-0.0848,-0.6859,0.1193,-27.42,3.2
2024-03-31 12:25:11.711,36.23744806,128.5598141,113.2824,2,9,0.0182,0.0161,0.0513,-0.0101,-0.0233,-0.0031,2.79,1.6
2024-03-31 12:25:11.773,36.23744811,128.5598141,113.2721,2,9,0.0183,0.0163,0.0521,-0.0103,-0.0238,-0.003,2.98,1.5
2024-03-31 12:25:11.814,36.23744813,128.5598141,113.2782,2,9,0.0185,0.0166,0.053,-0.0104,-0.0242,-0.0029,3.18,1.1
2024-03-31 12:25:11.853,36.23744805,128.5598141,113.2653,2,8,0.0186,0.0168,0.054,-0.0105,-0.0247,-0.0028,3.38,1.2
2024-03-31 12:25:11.912,36.23744808,128.559814,113.2705,2,8,0.0188,0.0171,0.0549,-0.0106,-0.0252,-0.0027,3.59,1.1
2024-03-31 12:25:11.952,36.23744811,128.559814,113.2652,2,8,0.019,0.0174,0.0559,-0.0108,-0.0257,-0.0026,3.79,1.2
2024-03-31 12:25:12.012,36.23744798,128.5598101,114.1868,2,4,0.0187,0.0597,0.1604,-0.0119,-0.0961,0.0067,3.98,2.5
2024-03-31 12:25:12.052,36.23744807,128.559814,113.2593,2,8,0.0194,0.018,0.058,-0.0111,-0.0267,-0.0024,4.18,1.2
2024-03-31 12:25:12.113,36.23744798,128.559814,113.2423,2,9,0.0191,0.018,0.0582,-0.0106,-0.0267,-0.0068,4.39,1
2024-03-31 12:25:12.151,36.23744806,128.559814,113.2553,2,8,0.0198,0.0186,0.0601,-0.0114,-0.0278,-0.0021,4.59,1.5
2024-03-31 12:25:12.192,36.23744807,128.559814,113.2526,2,9,0.0182,0.0174,0.0566,-0.0085,-0.0252,-0.0139,4.78,1
2024-03-31 12:25:12.253,36.2374481,128.5598139,113.2519,2,9,0.0181,0.0172,0.0563,-0.0077,-0.0247,-0.0156,4.99,1.2
2024-03-31 12:25:12.290,36.23744808,128.5598139,113.2427,2,7,0.0204,0.0195,0.0635,-0.0118,-0.0296,-0.0014,5.18,1.2
2024-03-31 12:25:12.351,36.23744803,128.559814,113.2321,2,7,0.0206,0.0199,0.0647,-0.012,-0.0302,-0.0012,5.39,1.3
2024-03-31 12:25:12.392,36.23744811,128.5598139,113.2373,2,8,0.0208,0.0202,0.0658,-0.0122,-0.0307,-0.0012,5.59,1
2024-03-31 12:25:12.452,36.23744808,128.5598139,113.2374,2,8,0.0211,0.0205,0.0669,-0.0123,-0.0313,-0.0009,5.78,1
2024-03-31 12:25:12.492,36.23744801,128.5598139,113.222,2,7,0.0213,0.0208,0.0681,-0.0125,-0.0319,0.0007,5.99,1.1
2024-03-31 12:25:12.533,36.23744808,128.5598138,113.2381,2,7,0.0215,0.0212,0.0693,-0.0127,-0.0325,0.0011,6.18,1.1
2024-03-31 12:25:12.593,36.23744808,128.5598139,113.1978,2,8,0.0214,0.017,0.0578,-0.0105,-0.0237,-0.0129,6.39,1.1
2024-03-31 12:25:12.630,36.23744783,128.5598141,113.1361,2,8,0.0208,0.0209,0.0688,-0.0111,-0.0317,-0.012,6.59,1.1
2024-03-31 12:25:12.692,36.23744804,128.5598138,113.2211,2,7,0.0222,0.0222,0.0729,-0.0132,-0.0343,0.0017,6.78,1.1
2024-03-31 12:25:12.734,36.23744799,128.5598138,113.183,2,8,0.0199,0.0202,0.0668,-0.0086,-0.0299,-0.0181,6.99,1.2
2024-03-31 12:25:12.792,36.23744805,128.5598138,113.1978,2,7,0.0227,0.0229,0.0752,-0.0135,-0.0355,0.002,7.18,1.2
2024-03-31 12:25:12.831,36.23744803,128.5598138,113.1976,2,7,0.0229,0.0232,0.0764,-0.0137,-0.036,0.0021,7.39,1
2024-03-31 12:25:12.872,36.23744795,128.5598134,113.265,2,9,0.02,0.0194,0.0654,-0.0077,-0.028,-0.0204,7.59,1.2
2024-03-31 12:25:12.912,36.23744809,128.5598136,113.1945,2,8,0.0229,0.0175,0.0609,-0.0107,-0.024,-0.0156,7.78,1
2024-03-31 12:25:12.973,36.23744808,128.5598136,113.1836,2,9,0.0201,0.0206,0.0689,-0.0066,-0.0302,-0.0222,7.99,1
2024-03-31 12:25:13.013,36.23744806,128.5598136,113.1963,2,8,0.0239,0.0245,0.0808,-0.0143,-0.0382,0.0022,8.19,1.1
2024-03-31 12:25:13.073,36.23744804,128.5598136,113.1828,2,7,0.0241,0.0248,0.082,-0.0145,-0.0388,0.0026,8.39,1.2
2024-03-31 12:25:13.111,36.23744805,128.5598135,113.2012,2,8,0.0243,0.0251,0.083,-0.0146,-0.0393,0.0023,8.59,1
2024-03-31 12:25:13.172,36.23744805,128.5598135,113.1937,2,8,0.0207,0.0215,0.072,-0.0063,-0.0316,-0.0238,8.78,1.3
2024-03-31 12:25:13.213,36.23744813,128.5598133,113.2085,2,8,0.0209,0.0217,0.0728,-0.0063,-0.032,-0.0241,8.98,1
2024-03-31 12:25:13.252,36.23744811,128.5598086,114.3156,2,5,0.025,0.0562,0.1573,-0.0178,-0.0907,0.0156,9.19,1.5
2024-03-31 12:25:13.311,36.23744851,128.5598072,112.9339,1,4,0.0531,0.4243,1.1166,-0.0826,-0.6863,0.1233,-20.61,4.2
2024-03-31 12:25:13.372,36.23744802,128.5598195,110.0345,1,4,0.0527,0.4243,1.1166,-0.0825,-0.6863,0.1233,-20.42,4.2
2024-03-31 12:25:13.411,36.23744878,128.5597972,115.2921,1,4,0.0522,0.4243,1.1165,-0.0824,-0.6863,0.1234,-20.22,4.2
2024-03-31 12:25:13.452,36.23744843,128.5598046,113.5611,1,4,0.0518,0.4243,1.1165,-0.0823,-0.6864,0.1235,-20.01,4.2
2024-03-31 12:25:13.513,36.23744801,128.5598194,110.0592,1,4,0.0514,0.4242,1.1165,-0.0823,-0.6864,0.1235,-19.82,4.3
2024-03-31 12:25:13.554,36.23744809,128.5598132,113.1515,2,9,0.0262,0.0276,0.0919,-0.0159,-0.0437,0.0018,10.39,1
2024-03-31 12:25:13.614,36.23744808,128.5598131,113.1477,2,9,0.0264,0.0279,0.0928,-0.016,-0.0441,0.0016,10.59,1.1
2024-03-31 12:25:13.653,36.23744794,128.5598132,113.1095,2,9,0.023,0.0244,0.0825,-0.0086,-0.0369,-0.0242,10.78,1.2
2024-03-31 12:25:13.693,36.23744794,128.5598131,113.1175,2,9,0.0227,0.0241,0.0816,-0.0073,-0.0362,-0.0259,10.98,1
2024-03-31 12:25:13.751,36.23744799,128.559813,113.1294,2,9,0.0226,0.0241,0.0814,-0.0065,-0.0359,-0.0268,11.19,1.2
2024-03-31 12:25:13.792,36.23744804,128.5598129,113.1401,2,9,0.0226,0.0241,0.0815,-0.0059,-0.0358,-0.0274,11.39,1.1
2024-03-31 12:25:13.853,36.23744807,128.5598128,113.1456,2,9,0.0227,0.0242,0.0819,-0.0056,-0.0359,-0.0279,11.59,1
2024-03-31 12:25:13.893,36.23744811,128.5598127,113.1492,2,9,0.0228,0.0243,0.0823,-0.0055,-0.0361,-0.0281,11.78,1
2024-03-31 12:25:13.932,36.23744818,128.5598125,113.181,2,9,0.023,0.0245,0.083,-0.0057,-0.0365,-0.0282,11.98,1.1
2024-03-31 12:25:13.993,36.2374482,128.5598125,113.1572,2,9,0.0232,0.0248,0.0838,-0.0062,-0.037,-0.0281,12.19,1.1
2024-03-31 12:25:14.033,36.23744807,128.5598126,113.1211,2,7,0.0278,0.0298,0.0996,-0.0169,-0.0474,-0.0008,12.39,1
2024-03-31 12:25:14.071,36.23744807,128.5598125,113.1038,2,9,0.0279,0.0299,0.0999,-0.0169,-0.0475,-0.0026,12.59,1.1
2024-03-31 12:25:14.133,36.23744808,128.5598124,113.1381,2,9,0.028,0.03,0.1004,-0.017,-0.0477,-0.0029,12.78,1
2024-03-31 12:25:14.173,36.23744812,128.5598124,113.072,2,9,0.0237,0.0253,0.0864,-0.0065,-0.0381,-0.0283,12.98,1
2024-03-31 12:25:14.231,36.23744809,128.5598122,113.1271,2,9,0.0234,0.0251,0.0856,-0.0049,-0.0374,-0.0294,13.19,1.1
2024-03-31 12:25:14.271,36.23744827,128.559812,113.1608,2,7,0.0283,0.0305,0.102,-0.0171,-0.0485,-0.0028,13.39,1.1
2024-03-31 12:25:14.314,36.23744821,128.559812,113.1353,2,8,0.0234,0.025,0.0855,-0.0034,-0.0372,-0.0303,13.59,1.2
2024-03-31 12:25:14.372,36.23744807,128.5598095,113.6934,2,4,0.0281,0.03,0.094,-0.0119,-0.045,-0.0214,13.78,2.7
2024-03-31 12:25:14.413,36.23744761,128.55981,113.5353,2,5,0.0249,0.0318,0.0976,0.0046,-0.0479,-0.0308,13.98,1.3
2024-03-31 12:25:14.453,36.23744817,128.5598119,113.0959,2,8,0.0286,0.0307,0.1031,-0.0172,-0.0489,-0.0043,14.19,1
2024-03-31 12:25:14.513,36.23744816,128.5598117,113.1534,2,9,0.0234,0.025,0.0857,-0.0007,-0.0371,-0.0312,14.39,1.1
2024-03-31 12:25:14.573,36.23744819,128.5598117,113.1309,2,8,0.0234,0.025,0.0857,0.0021,-0.037,-0.0315,14.59,1
2024-03-31 12:25:14.618,36.23744825,128.5598115,113.1414,2,8,0.0233,0.025,0.0856,0.0028,-0.0369,-0.0317,14.78,1
2024-03-31 12:25:14.653,36.23744788,128.5598244,108.8543,1,4,0.0412,0.429,1.1298,-0.0817,-0.6951,0.1266,-15.02,5.7
2024-03-31 12:25:14.711,36.23744824,128.5598114,113.1392,2,8,0.0233,0.025,0.0856,0.0035,-0.0368,-0.032,15.19,1
2024-03-31 12:25:14.751,36.23744802,128.5598199,109.9195,1,4,0.0404,0.429,1.1298,-0.0815,-0.6951,0.1265,-14.61,5.9
2024-03-31 12:25:14.813,36.23744827,128.5598111,113.1653,2,9,0.0233,0.0249,0.0854,0.0038,-0.0366,-0.0321,15.59,1.1
2024-03-31 12:25:14.851,36.23744832,128.559811,113.176,2,8,0.0288,0.0309,0.1037,-0.0171,-0.0491,-0.0062,15.78,1.1
2024-03-31 12:25:14.892,36.23744817,128.5598112,113.0861,2,8,0.0288,0.0308,0.1036,-0.0171,-0.049,-0.0064,15.98,1
2024-03-31 12:25:14.933,36.23744834,128.5598108,113.166,2,7,0.0287,0.0309,0.1037,-0.017,-0.0491,-0.0064,16.18,1
2024-03-31 12:25:14.994,36.23744825,128.5598109,113.1504,2,9,0.0232,0.0248,0.0851,0.0043,-0.0364,-0.0322,16.39,1
2024-03-31 12:25:15.031,36.23744823,128.559811,113.0854,2,8,0.0287,0.0307,0.1031,-0.0169,-0.0487,-0.007,16.58,1
2024-03-31 12:25:15.094,36.23744828,128.5598109,113.1192,2,9,0.0232,0.0247,0.0847,0.0045,-0.0362,-0.0321,16.78,1
2024-03-31 12:25:15.134,36.23744829,128.5598108,113.116,2,9,0.0231,0.0246,0.0845,0.0046,-0.036,-0.0321,16.99,1
2024-03-31 12:25:15.191,36.23744822,128.5598108,113.0907,2,8,0.0285,0.0304,0.1023,-0.0166,-0.0482,-0.0077,17.18,1
2024-03-31 12:25:15.231,36.23744833,128.5598105,113.1397,2,7,0.0284,0.0303,0.1021,-0.0166,-0.0482,-0.0077,17.39,1
2024-03-31 12:25:15.298,36.23744829,128.5598106,113.1148,2,9,0.023,0.0244,0.0838,0.0048,-0.0356,-0.0319,17.58,1
2024-03-31 12:25:15.331,36.23744829,128.5598105,113.1225,2,9,0.0229,0.0243,0.0835,0.0048,-0.0355,-0.0318,17.78,1
2024-03-31 12:25:15.372,36.23744828,128.5598104,113.1402,2,8,0.0228,0.0242,0.0832,0.0049,-0.0354,-0.0317,17.99,1.1
2024-03-31 12:25:15.434,36.23744828,128.5598103,113.1406,2,8,0.0228,0.0241,0.0829,0.0049,-0.0352,-0.0316,18.18,1.1
2024-03-31 12:25:15.474,36.23744833,128.5598102,113.1387,2,8,0.0227,0.024,0.0825,0.005,-0.035,-0.0315,18.39,1
2024-03-31 12:25:15.532,36.23744829,128.5598102,113.1319,2,8,0.0226,0.0239,0.0821,0.005,-0.0348,-0.0313,18.58,1
2024-03-31 12:25:15.571,36.2374483,128.5598101,113.1231,2,8,0.0225,0.0237,0.0817,0.005,-0.0346,-0.0312,18.78,1
2024-03-31 12:25:15.633,36.23744822,128.5598096,113.2528,2,9,0.0222,0.0177,0.0662,-0.0054,-0.021,-0.0282,18.99,1
2024-03-31 12:25:15.652,36.23744831,128.55981,113.115,2,8,0.0224,0.0235,0.0809,0.005,-0.0342,-0.0308,19.18,1
2024-03-31 12:25:15.715,36.23744835,128.5598099,113.1205,2,8,0.0223,0.0234,0.0804,0.005,-0.0339,-0.0307,19.39,1
2024-03-31 12:25:15.773,36.23744822,128.5598099,113.0973,2,7,0.0272,0.0285,0.096,-0.0152,-0.0448,-0.0097,19.58,1
2024-03-31 12:25:15.811,36.23744834,128.5598097,113.1443,2,9,0.0218,0.0169,0.0639,-0.0057,-0.0195,-0.0273,19.78,1
2024-03-31 12:25:15.853,36.23744819,128.5598098,113.0841,2,7,0.0269,0.028,0.0945,-0.0149,-0.044,-0.0101,19.99,1
2024-03-31 12:25:15.912,36.23744827,128.5598097,113.0777,2,8,0.0259,0.0169,0.064,-0.0087,-0.0198,-0.0233,20.18,1
2024-03-31 12:25:15.953,36.23744839,128.5598098,113.0648,2,9,0.0215,0.0167,0.0629,-0.0056,-0.0191,-0.0266,20.39,1.1
2024-03-31 12:25:16.013,36.23744818,128.5598097,113.0685,2,7,0.0264,0.0273,0.0921,-0.0144,-0.0427,-0.0105,20.58,1
2024-03-31 12:25:16.051,36.23744828,128.5598098,113.0077,2,8,0.0255,0.017,0.0638,-0.0087,-0.0204,-0.0224,20.78,1
2024-03-31 12:25:16.114,36.23744819,128.5598098,112.9855,2,8,0.0254,0.0173,0.0644,-0.0089,-0.0212,-0.0219,20.99,1
2024-03-31 12:25:16.151,36.2374483,128.5598094,113.1142,2,8,0.0213,0.0219,0.0756,0.0048,-0.0316,-0.0286,21.18,1
2024-03-31 12:25:16.191,36.23744821,128.5598098,112.9377,2,8,0.0251,0.0178,0.0654,-0.0092,-0.0226,-0.0209,21.39,1
2024-03-31 12:25:16.257,36.23744848,128.5598101,112.8771,2,9,0.0209,0.0186,0.0668,-0.0034,-0.0245,-0.0263,21.58,1
2024-03-31 12:25:16.293,36.23744827,128.5598092,113.0925,2,7,0.0253,0.0257,0.0869,-0.0133,-0.0399,-0.0114,21.78,1
2024-03-31 12:25:16.332,36.2374483,128.5598092,113.1068,2,8,0.0209,0.0212,0.0731,0.0047,-0.0304,-0.0276,21.99,1
2024-03-31 12:25:16.395,36.23744829,128.5598092,113.1028,2,8,0.0207,0.021,0.0725,0.0046,-0.0301,-0.0273,22.18,1
2024-03-31 12:25:16.433,36.2374483,128.5598091,113.0938,2,8,0.0206,0.0209,0.0719,0.0045,-0.0298,-0.027,22.39,1
2024-03-31 12:25:16.471,36.23744824,128.5598091,113.0737,2,7,0.0245,0.0246,0.0831,-0.0125,-0.0379,-0.0118,22.58,1
2024-03-31 12:25:16.533,36.23744822,128.559809,113.0823,2,7,0.0243,0.0243,0.0821,-0.0123,-0.0373,-0.012,22.78,1
2024-03-31 12:25:16.593,36.23744824,128.5598088,113.1167,2,8,0.0235,0.0166,0.0614,-0.0071,-0.0209,-0.0209,22.99,1
2024-03-31 12:25:16.631,36.23744815,128.5598091,113.0415,2,7,0.024,0.0237,0.0802,-0.0119,-0.0363,-0.0122,23.18,1
2024-03-31 12:25:16.671,36.23744829,128.5598089,113.0812,2,9,0.0199,0.0163,0.0595,-0.0022,-0.0201,-0.0242,23.39,1
2024-03-31 12:25:16.734,36.23744816,128.5598091,113.011,2,8,0.0231,0.0169,0.0616,-0.0075,-0.0219,-0.0195,23.58,1
2024-03-31 12:25:16.773,36.23744814,128.5598089,113.0362,2,7,0.0234,0.0228,0.0773,-0.0112,-0.0347,-0.0125,23.78,1
2024-03-31 12:25:16.811,36.23744818,128.5598091,112.9633,2,8,0.0228,0.0176,0.0631,-0.0081,-0.0238,-0.0182,23.99,1
2024-03-31 12:25:16.873,36.23744825,128.5598088,113.073,2,8,0.0195,0.0192,0.0661,0.0041,-0.027,-0.0245,24.18,1
2024-03-31 12:25:16.913,36.23744809,128.5598093,112.881,2,8,0.0227,0.0197,0.0682,-0.0097,-0.0284,-0.0149,24.39,1
2024-03-31 12:25:16.973,36.23744762,128.559825,108.6679,1,4,0.0235,0.4284,1.1309,-0.0768,-0.6958,0.1234,-5.41,10.5
2024-03-31 12:25:17.013,36.23744826,128.5598087,113.0631,2,8,0.0192,0.0186,0.0642,0.0039,-0.026,-0.0237,24.78,1
2024-03-31 12:25:17.054,36.2374482,128.5598086,113.0405,2,7,0.0223,0.0211,0.0717,-0.01,-0.0316,-0.0129,24.99,1
2024-03-31 12:25:17.111,36.23744761,128.5598254,108.5692,1,4,0.0227,0.4284,1.131,-0.0765,-0.6959,0.123,-4.82,11
2024-03-31 12:25:17.153,36.23744793,128.5598142,111.2263,1,5,0.0223,0.4225,1.1155,-0.0752,-0.6863,0.121,-4.61,4.9
2024-03-31 12:25:17.214,36.23744827,128.5598086,113.0365,2,9,0.0188,0.0179,0.0618,0.0037,-0.0248,-0.0226,25.58,1
2024-03-31 12:25:17.274,36.23744824,128.5598086,113.0333,2,8,0.0187,0.0178,0.0613,0.0037,-0.0246,-0.0224,25.78,1
2024-03-31 12:25:17.304,36.23744825,128.5598086,113.0351,2,8,0.0186,0.0176,0.0607,0.0036,-0.0243,-0.0221,25.99,1
2024-03-31 12:25:17.352,36.23744824,128.5598086,113.0311,2,8,0.0185,0.0175,0.0602,0.0035,-0.024,-0.0219,26.18,1
2024-03-31 12:25:17.393,36.2374483,128.5598085,113.0193,2,8,0.0185,0.0173,0.0597,0.0033,-0.0238,-0.0216,26.39,1
2024-03-31 12:25:17.431,36.23744801,128.5598082,113.0507,2,4,0.0206,0.0142,0.0519,-0.0012,-0.0164,-0.0195,26.58,2.6
2024-03-31 12:25:17.493,36.23744823,128.5598084,113.0336,2,9,0.0183,0.0138,0.051,0.0014,-0.0158,-0.0206,26.78,1
2024-03-31 12:25:17.534,36.23744825,128.5598084,113.0236,2,8,0.0183,0.017,0.0584,0.003,-0.0232,-0.0209,26.99,1
2024-03-31 12:25:17.591,36.23744824,128.5598085,113.0143,2,8,0.0182,0.0169,0.058,0.0029,-0.023,-0.0206,27.18,1
2024-03-31 12:25:17.632,36.23744826,128.5598085,112.9989,2,9,0.0182,0.0135,0.0501,0.0013,-0.0154,-0.02,27.39,1
2024-03-31 12:25:17.672,36.23744811,128.5598085,112.9825,2,7,0.0205,0.0182,0.0619,-0.0077,-0.0261,-0.0136,27.58,1
2024-03-31 12:25:17.732,36.23744825,128.5598084,113.0045,2,8,0.0182,0.0167,0.0571,0.0018,-0.0226,-0.0199,27.78,1
2024-03-31 12:25:17.772,36.2374483,128.5598085,112.968,2,9,0.0182,0.0134,0.0495,0.0013,-0.0152,-0.0196,27.99,1
2024-03-31 12:25:17.832,36.23744827,128.5598083,113.0182,2,8,0.0185,0.0169,0.0574,-0.0033,-0.0231,-0.0185,28.18,1
2024-03-31 12:25:17.875,36.2374481,128.5598086,112.9283,2,8,0.0197,0.0134,0.0496,-0.0021,-0.0152,-0.0182,28.39,1
2024-03-31 12:25:17.912,36.23744829,128.5598083,113.0193,2,8,0.0191,0.0174,0.0584,-0.0059,-0.0241,-0.0164,28.58,1
2024-03-31 12:25:17.973,36.2374481,128.5598086,112.9223,2,8,0.0196,0.0134,0.0495,-0.0021,-0.0153,-0.018,28.78,1
2024-03-31 12:25:18.033,36.2374481,128.5598086,112.9097,2,8,0.0195,0.0134,0.0496,-0.0024,-0.0155,-0.0178,28.99,1
2024-03-31 12:25:18.072,36.2374481,128.5598086,112.9111,2,8,0.0195,0.0136,0.0498,-0.0027,-0.0158,-0.0176,29.18,1
2024-03-31 12:25:18.113,36.2374481,128.5598086,112.9002,2,8,0.0196,0.0138,0.0502,-0.0031,-0.0164,-0.0174,29.39,1
2024-03-31 12:25:18.173,36.23744804,128.5598086,112.8871,2,8,0.0196,0.0142,0.0511,-0.0039,-0.0173,-0.0169,29.58,1
